Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Southern Africa,40692029.0,43657685.0,45808191.0,44456292.0,40575100.0,53446127.0,72148277.0,55610996.0,58622595.0,55868672.0,71237132.0,74180395.0,59754640.0,79384684.0,74669626.0,77170850.0,81505434.0,83928793.0,78911762.0,77100736.0,99199206.0,85492671.0,62526961.0,83742264.0,83763506.0,85097106.0,92287467.0,91521686.0,96128761.0,87981500.0,91230447.0,62080671.0,74715716.0,90833254.0,75801703.0,100386165.0,101341073.0,97865098.0,98932708.0,109814564.0,98411178.0,108200703.0,100883993.0,99121726.0,108467836.0,97264896.0,95416288.0,109606846.0,106449743.0,102155653.0,102803182.0,106872457.0,113534302.0,115339086.0,101307894.0,94305321.0,120953004.0,118696278.0
Southern Asia,726233795.0,718992760.0,726072083.0,759629715.0,776746781.0,790347309.0,785432337.0,821580190.0,903180325.0,955569648.0,933237191.0,884451611.0,954642991.0,967228323.0,1046671847.0,1035001448.0,1116428289.0,1187553618.0,1099802516.0,1093505405.0,1197090726.0,1252413748.0,1339491956.0,1330207815.0,1339401268.0,1345177067.0,1382665623.0,1470175759.0,1553395496.0,1612271824.0,1660518931.0,1736460246.0,1726498613.0,1759081295.0,1876523595.0,1923531269.0,1948024420.0,2006148831.0,2127403620.0,2080941858.0,2096287801.0,2015934307.0,2145713743.0,2027136405.0,2124381034.0,2254376395.0,2535319824.0,2532272604.0,2370691419.0,2508646758.0,2710450507.0,2775793287.0,2832539387.0,2875807238.0,2832177903.0,2899240114.0,2910881570.0,3051990014.0
Southern Europe,249747058.0,251925539.0,269863555.0,271179870.0,272744252.0,296702068.0,306812054.0,298855515.0,312834367.0,305989099.0,316252522.0,313901138.0,328074159.0,333108269.0,350608991.0,356204966.0,342024856.0,355172668.0,368824001.0,384298387.0,373292970.0,379224276.0,382906081.0,401537385.0,386016818.0,403362236.0,412185215.0,393006026.0,416531484.0,387334369.0,409663528.0,390027859.0,374828340.0,375110355.0,360166230.0,402518736.0,409205785.0,408421598.0,413141644.0,408010275.0,396175361.0,408933646.0,379638274.0,429042440.0,403288804.0,391058179.0,380819308.0,388484616.0,377827005.0,378879271.0,384679342.0,337898698.0,383119990.0,374619602.0,373848509.0,390484884.0,352360970.0,383249215.0
Spain,70327599.0,69079555.0,76445223.0,70101424.0,71922693.0,77080334.0,75963341.0,80779228.0,82578815.0,82351028.0,91378949.0,91887264.0,97715822.0,96232778.0,102713449.0,104531712.0,101496759.0,111604669.0,106388708.0,118241325.0,99886838.0,112600536.0,110574415.0,128239039.0,124689554.0,118707880.0,135908447.0,133576120.0,130215823.0,133680297.0,126060389.0,123698551.0,124601330.0,116543771.0,101721771.0,138894908.0,142277490.0,142246359.0,133988030.0,149918830.0,136848634.0,145041982.0,150857331.0,153465802.0,124381969.0,139371874.0,143462533.0,140988537.0,131168443.0,136579644.0,143388906.0,120202524.0,154015887.0,140463832.0,142840550.0,152519158.0,134228089.0,157627427.0
Sri Lanka,9502786.0,10149872.0,10328199.0,10937263.0,9679359.0,9475885.0,10779316.0,11381159.0,11255687.0,11921787.0,11827715.0,11815523.0,10967488.0,12509086.0,13481849.0,13277105.0,13032385.0,14302426.0,16290408.0,16896300.0,16469375.0,16112162.0,17742740.0,16773374.0,18305151.0,18768857.0,15524698.0,16529105.0,16001585.0,17174499.0,16044722.0,15706316.0,16498753.0,19102554.0,19181034.0,17111761.0,17508825.0,17508406.0,18720395.0,19272612.0,18027183.0,17802492.0,18629374.0,17522685.0,18817580.0,20225375.0,19244055.0,21577517.0,21153212.0,22787402.0,21555465.0,21997569.0,25528696.0,23232713.0,23417793.0,27704021.0,20423486.0,25719334.0
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35945627.0,46108682.0,51166860.0,40353009.0,51574006.0,46049405.0,56703016.0
Sudan (former),9106289.0,9681288.0,10011159.0,9253632.0,9171384.0,8985203.0,12650603.0,10370535.0,12614777.0,13048086.0,13302044.0,13391671.0,14082278.0,16145763.0,16834417.0,17040191.0,17702195.0,17918870.0,14206612.0,15560411.0,20728890.0,17201769.0,20092245.0,19365901.0,25144950.0,23953114.0,21007737.0,25500972.0,18597977.0,18357263.0,25284439.0,28179216.0,22465906.0,28026139.0,26204224.0,31683097.0,31710274.0,33865582.0,28991086.0,29135197.0,35218085.0,34505907.0,41948384.0,38930141.0,43995071.0,43787583.0,44747902.0,42708508.0,44897579.0,38043963.0,42897020.0,,,,,,,
Suriname,528911.0,612813.0,673620.0,625237.0,863934.0,901432.0,965254.0,951404.0,923188.0,993418.0,932104.0,920205.0,923270.0,885979.0,949864.0,925239.0,976620.0,1005095.0,1140782.0,1174498.0,1265680.0,1273865.0,1190592.0,1309115.0,1296155.0,1257029.0,1081726.0,1060142.0,1084371.0,919766.0,1057888.0,1142286.0,1040908.0,1071255.0,1119340.0,1046890.0,1069140.0,869579.0,913023.0,909611.0,986770.0,827998.0,818192.0,828874.0,836457.0,992796.0,1006168.0,1041802.0,1164342.0,1187228.0,1183957.0,1174991.0,1326371.0,1362466.0,1307773.0,1335585.0,1380026.0,1316453.0
Sweden,16201753.0,14704602.0,15375950.0,17113372.0,16157533.0,13797575.0,17237595.0,18389223.0,14081028.0,17537810.0,18325951.0,17904720.0,16723507.0,21739110.0,17881769.0,18907881.0,19478569.0,20491573.0,19305376.0,19131106.0,20700679.0,20858140.0,18709940.0,23752828.0,20358456.0,20627040.0,17329822.0,18929628.0,21063566.0,23054512.0,17143790.0,15804092.0,20068626.0,17096688.0,17939652.0,20367470.0,20515997.0,19997608.0,18734098.0,19530944.0,19074790.0,19277498.0,18508240.0,19157178.0,18240284.0,15747506.0,17400918.0,17571572.0,18841576.0,15872470.0,17775564.0,18052308.0,18223160.0,19349584.0,18581464.0,18672762.0,19781290.0,12886804.0
Switzerland,6037301.0,6348431.0,6215051.0,6593162.0,5220905.0,6141968.0,7243494.0,6510578.0,6526968.0,6084303.0,6820598.0,5741270.0,6718216.0,6342959.0,6640254.0,6247851.0,5835995.0,6821387.0,7520111.0,6711863.0,7594706.0,8423097.0,7079069.0,8252763.0,7506050.0,7260842.0,6589948.0,8629177.0,8351098.0,7919817.0,7559492.0,8178494.0,8003857.0,7145528.0,7182248.0,8816769.0,8029697.0,8357459.0,7274531.0,8628905.0,7021161.0,7981178.0,6852079.0,8178460.0,7674897.0,7102185.0,8160927.0,8104005.0,8544582.0,7113008.0,8990630.0,8091158.0,7044975.0,8923495.0,7247717.0,6743449.0,7956288.0,7844532.0
Syrian Arab Republic,6027653.0,9471499.0,8239841.0,8439796.0,8133352.0,5347320.0,8325272.0,7538111.0,8510980.0,6066413.0,7573045.0,11657131.0,6039925.0,11917605.0,12280660.0,14543348.0,12441365.0,14402142.0,12238373.0,19626997.0,19701750.0,18426871.0,19318976.0,15744935.0,17285522.0,18615394.0,15753377.0,22682102.0,12766040.0,17149894.0,17947188.0,23042783.0,23861865.0,25074118.0,26648712.0,27289031.0,22993733.0,28463555.0,22036346.0,24109096.0,26847577.0,30541087.0,29931160.0,30440278.0,30151058.0,32934919.0,28961055.0,24089761.0,28855330.0,27569641.0,31970007.0,27390568.0,23572363.0,17636808.0,19222747.0,17051105.0,17468868.0,15428263.0
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290904.0,3996736.0,3866197.0,3633921.0,3319103.0,3732705.0,3598944.0,3606588.0,4193537.0,4404197.0,5253962.0,5997730.0,6646821.0,6642620.0,6926419.0,7264477.0,7554899.0,8940141.0,9380883.0,9431924.0,10452778.0,11396744.0,10947471.0,11191871.0,11481786.0,11863037.0,12226869.0
Thailand,47180924.0,50884838.0,54133851.0,52778637.0,56241575.0,63272026.0,55788053.0,60177529.0,68929509.0,72313987.0,76030807.0,71135445.0,91914884.0,97570529.0,109600125.0,127553129.0,138144751.0,145245023.0,135140267.0,137573433.0,154008105.0,170975055.0,169591371.0,173036582.0,179601357.0,164479852.0,169564452.0,194012478.0,217003372.0,192636273.0,214688013.0,229593931.0,211995549.0,214311638.0,237185286.0,257008794.0,256906228.0,225963566.0,248253445.0,272156723.0,273035101.0,288731936.0,327297445.0,311285094.0,275118532.0,284965332.0,335451187.0,352332755.0,347261890.0,343386059.0,410170064.0,432934272.0,434001440.0,431296724.0,398747673.0,385121220.0,434500101.0,441975709.0
Timor-Leste,306759.0,303305.0,298009.0,281974.0,287078.0,307882.0,316679.0,343118.0,368131.0,359830.0,348019.0,339998.0,389988.0,419564.0,439193.0,451071.0,473424.0,481783.0,491963.0,496425.0,494364.0,493911.0,501277.0,536690.0,529368.0,527986.0,534600.0,534808.0,523268.0,595715.0,666144.0,648368.0,733885.0,743040.0,725319.0,696196.0,622802.0,487832.0,573370.0,634035.0,620797.0,682384.0,654486.0,649772.0,696134.0,732543.0,653517.0,737686.0,929456.0,889674.0,649778.0,731599.0,733519.0,748324.0,777506.0,751949.0,731484.0,728757.0
Togo,2302415.0,2303962.0,2414425.0,2489338.0,2560357.0,2692310.0,2668828.0,2709450.0,2776744.0,2935410.0,3027781.0,2813251.0,2915122.0,2864504.0,2910190.0,2810178.0,2657141.0,2992794.0,3246256.0,3217785.0,3234956.0,3136532.0,2853413.0,3275377.0,3424463.0,3386616.0,3293343.0,3658209.0,3905599.0,4162646.0,3869058.0,3852807.0,4411536.0,4542452.0,4733047.0,5242750.0,5564358.0,5281256.0,5659210.0,5326564.0,5690715.0,5792776.0,5877070.0,5742735.0,5469561.0,5773055.0,5831551.0,6095398.0,6724061.0,6812446.0,7212431.0,7896977.0,7409866.0,8359305.0,7933803.0,8079040.0,8339148.0,8607533.0
Tokelau,3735.0,4961.0,2319.0,6202.0,5594.0,4344.0,3809.0,4151.0,4138.0,4201.0,4299.0,3978.0,4120.0,6571.0,7234.0,3921.0,2818.0,2386.0,3493.0,3945.0,4387.0,4845.0,5070.0,5076.0,5303.0,5530.0,5980.0,6207.0,6438.0,6659.0,6928.0,7155.0,7380.0,7531.0,7697.0,7853.0,8002.0,8145.0,8282.0,8419.0,8553.0,8517.0,8419.0,8675.0,8816.0,8958.0,9114.0,9273.0,9443.0,9629.0,9803.0,10053.0,10053.0,10098.0,10162.0,10489.0,10622.0,10766.0
Tonga,453866.0,388540.0,426280.0,410784.0,413202.0,465882.0,476826.0,426853.0,460517.0,392456.0,409965.0,464620.0,422465.0,463540.0,506085.0,487147.0,460389.0,380564.0,377938.0,435182.0,415686.0,296972.0,301078.0,307738.0,294051.0,335419.0,278246.0,247582.0,247175.0,239119.0,241251.0,246456.0,328298.0,295767.0,265786.0,266209.0,262970.0,256089.0,251410.0,254036.0,252644.0,261293.0,257212.0,256804.0,256739.0,295668.0,449739.0,439484.0,437042.0,431516.0,427859.0,412787.0,415154.0,420172.0,446666.0,439203.0,445372.0,451748.0
Trinidad and Tobago,5571765.0,4799274.0,5352947.0,5101925.0,5650934.0,5204178.0,4936483.0,5515632.0,5535067.0,5747152.0,5230966.0,5715892.0,4533117.0,4441308.0,3978849.0,5174644.0,4278955.0,3535846.0,3792917.0,3785457.0,2942371.0,2806530.0,2347966.0,2071883.0,2344949.0,2619723.0,2513201.0,2781765.0,2741238.0,3269684.0,2958279.0,2948309.0,2776723.0,3158559.0,2983531.0,3122919.0,3116722.0,2392786.0,2774311.0,3019128.0,2316261.0,2962906.0,2001909.0,1360521.0,1128974.0,2010819.0,1916007.0,294012.0,268627.0,257109.0,260828.0,259492.0,268750.0,262154.0,264943.0,261445.0,258277.0,259613.0
Tunisia,3515662.0,4240214.0,5546665.0,4970921.0,5215265.0,4158859.0,4270850.0,4329039.0,3757345.0,4619579.0,6041297.0,6096988.0,6475500.0,6652709.0,7794675.0,6790933.0,6776485.0,6596945.0,6771106.0,7866951.0,7615284.0,6802308.0,7746476.0,7816414.0,10254874.0,8131062.0,10724530.0,6551346.0,8059426.0,11198503.0,14380373.0,12326358.0,12549435.0,8233851.0,8073490.0,16132592.0,9951306.0,12469266.0,13689652.0,10876585.0,10115933.0,9097958.0,15345024.0,13862232.0,14697469.0,14515857.0,14994176.0,14558437.0,16288645.0,14152388.0,16111147.0,17618983.0,15827042.0,16996001.0,18861465.0,16366116.0,16801152.0,18657976.0
Turkey,62704648.0,66734965.0,73883900.0,72933506.0,71380837.0,78649493.0,82816475.0,82545396.0,81553509.0,84232502.0,98414305.0,96610538.0,85372783.0,93461253.0,107033154.0,121040302.0,118835354.0,122093602.0,127943360.0,123383418.0,133028681.0,141779651.0,137951692.0,141289412.0,143595081.0,153825079.0,159176306.0,164676715.0,145506354.0,169566044.0,175438015.0,171867588.0,176243393.0,165024811.0,169083345.0,181967569.0,185273929.0,210023123.0,192054438.0,203923739.0,182262728.0,200255686.0,191466922.0,198377617.0,210404682.0,207160317.0,187808329.0,198251685.0,212683346.0,213646586.0,220542313.0,216504413.0,228443348.0,217755633.0,233302808.0,237388316.0,249415665.0,239805385.0
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439591.0,7168837.0,7419118.0,7368818.0,3729538.0,4374280.0,5882383.0,8353261.0,8566392.0,9065705.0,9717640.0,10461256.0,11504074.0,12252194.0,12451077.0,8641114.0,8310895.0,9214799.0,10281481.0,9046305.0,8079340.0,9029885.0,8692112.0,9112344.0,9051422.0,8125770.0,7938463.0
Tuvalu,9709.0,9729.0,9749.0,10369.0,10379.0,10389.0,9234.0,8531.0,7607.0,6985.0,9535.0,4072.0,3610.0,11282.0,4473.0,3550.0,5216.0,11987.0,12407.0,11905.0,11967.0,7014.0,7425.0,7540.0,7590.0,7394.0,6430.0,5458.0,5824.0,5280.0,8810.0,6337.0,5858.0,5333.0,6034.0,6073.0,5795.0,6076.0,5614.0,6371.0,5852.0,6351.0,6504.0,6304.0,6524.0,6558.0,6683.0,6611.0,6628.0,6476.0,6535.0,6750.0,7013.0,6722.0,6822.0,6849.0,6914.0,6948.0
USSR,592829787.0,576359866.0,512355290.0,729319069.0,641507913.0,741453421.0,747735527.0,815923981.0,730010672.0,812109975.0,781706876.0,727915827.0,933095212.0,810880988.0,695251805.0,916798949.0,850651478.0,937059726.0,808434771.0,784009476.0,703610373.0,802646388.0,842301132.0,815016732.0,809724093.0,869797225.0,864363328.0,810835728.0,881363365.0,872686428.0,715430841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,17341596.0,17709622.0,19589505.0,19878618.0,17893968.0,18144940.0,21181289.0,22761021.0,25457904.0,34147111.0,32788787.0,33016143.0,32055191.0,33824708.0,36253318.0,34288404.0,34193485.0,32777579.0,23127831.0,23369709.0,26419516.0,28508892.0,30198481.0,27676567.0,28189261.0,28901699.0,30479877.0,32045721.0,33949770.0,34934322.0,35843967.0,35461604.0,37505266.0,36495805.0,38716209.0,37061492.0,38543849.0,42333033.0,45680956.0,47129406.0,49532608.0,51337538.0,52575090.0,52614969.0,52183171.0,51375574.0,52035105.0,37216291.0,39914178.0,41565965.0,40842657.0,40499057.0,40866853.0,41665313.0,42276576.0,40580669.0,39290455.0,40784614.0
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199009824.0,227141731.0,178254448.0,181881136.0,153350564.0,163198161.0,135592735.0,124291338.0,141284533.0,167468560.0,164510329.0,150755426.0,187208964.0,181324554.0,192904923.0,166648447.0,223577120.0,201396229.0,195003876.0,262005029.0,237838365.0,267910739.0,280121512.0,257070436.0,284885356.0,276228516.0,301850876.0
United Arab Emirates,19520.0,20690.0,22010.0,23180.0,23200.0,25570.0,30262.0,32452.0,39202.0,50834.0,52704.0,43940.0,57276.0,109834.0,117918.0,137226.0,165622.0,248783.0,324509.0,385528.0,449469.0,650720.0,761818.0,666171.0,653354.0,596645.0,562804.0,659768.0,844367.0,892912.0,1161820.0,1551300.0,1661206.0,1731879.0,2030238.0,2141364.0,2715438.0,2801516.0,4660983.0,6263741.0,2779787.0,2554167.0,2171618.0,2551348.0,2477627.0,2054435.0,1977358.0,2180750.0,2024927.0,2127132.0,942439.0,930121.0,887576.0,1161555.0,1378494.0,1334086.0,1365063.0,1395665.0
United Kingdom of Great Britain and Northern Ireland,51876530.0,56031502.0,56246664.0,61517317.0,64854195.0,61830093.0,66406141.0,63745266.0,61713160.0,64490948.0,70483642.0,65979680.0,69257869.0,66065843.0,55836160.0,56759842.0,70289564.0,73481722.0,73209352.0,78056702.0,75903944.0,88830464.0,79943080.0,98172750.0,85777438.0,90264012.0,85957074.0,85468255.0,86814387.0,87537654.0,89180070.0,94391069.0,86892236.0,83280535.0,84957677.0,96795750.0,96859695.0,91729500.0,94431360.0,91593169.0,79780520.0,91050067.0,86214007.0,87161494.0,85180049.0,81394264.0,76322813.0,89103153.0,86563745.0,82003924.0,88996363.0,77272264.0,82601171.0,95129597.0,89137441.0,80277418.0,92022458.0,81442991.0
United Republic of Tanzania,13468232.0,14102456.0,15636692.0,15859356.0,16226925.0,17689054.0,17486337.0,17228420.0,17986034.0,18268411.0,17967435.0,18316125.0,20176658.0,20685522.0,24836462.0,25153869.0,27156503.0,27221369.0,30077722.0,27434890.0,28713777.0,30585554.0,32798232.0,33036664.0,35010002.0,35528668.0,34155808.0,33353706.0,35706426.0,36698926.0,35898876.0,34364979.0,34202570.0,33225580.0,34625920.0,35717404.0,32728492.0,34752908.0,34475187.0,34337085.0,36290576.0,47017485.0,37392233.0,47778605.0,47513487.0,53070932.0,52625598.0,55158891.0,55042257.0,63983022.0,68439988.0,70102312.0,81743879.0,87689050.0,90144178.0,79488940.0,82295189.0,80911031.0
United States Virgin Islands,208000.0,274000.0,256000.0,418000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States of America,590498534.0,593550193.0,631780420.0,602288373.0,662025812.0,667064360.0,723532521.0,733659550.0,746695333.0,707016043.0,820770769.0,819905606.0,858096923.0,764305418.0,901000025.0,900610666.0,957331754.0,983369833.0,1070874510.0,963706186.0,1119042166.0,1125503498.0,810837979.0,1055301751.0,1144081900.0,1064667435.0,1018507771.0,831452290.0,1021620837.0,1084910832.0,1041665079.0,1206882373.0,995544915.0,1274854087.0,1074335873.0,1207882812.0,1251645478.0,1285056146.0,1256592641.0,1306466553.0,1252801794.0,1191584103.0,1267985901.0,1407603024.0,1334608125.0,1298556453.0,1400839561.0,1372718334.0,1448976191.0,1413614542.0,1357972933.0,1327953904.0,1483863064.0,1552661240.0,1534195521.0,1717903505.0,1649827691.0,1659426099.0
Uruguay,3663615.0,4076832.0,4093492.0,4278088.0,4492486.0,4677369.0,3534424.0,3554825.0,4637659.0,4517463.0,4638934.0,4040762.0,5097886.0,5449343.0,5655833.0,6628276.0,5593324.0,5090099.0,5104257.0,5528402.0,6020925.0,5860165.0,5740304.0,5699934.0,5613250.0,5769728.0,5907176.0,6336574.0,6614815.0,6135007.0,5770146.0,6935229.0,6159009.0,5923016.0,6711138.0,7855783.0,7766649.0,7456811.0,8297634.0,6755177.0,6923869.0,6849423.0,7632865.0,9475268.0,10167318.0,10575794.0,11424325.0,11840528.0,14123367.0,16687048.0,16082175.0,19563643.0,18753916.0,21307507.0,20219410.0,18066481.0,13833224.0,14414290.0
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28590030.0,27027298.0,26688800.0,27727871.0,25946899.0,27490224.0,27188695.0,29162537.0,27473879.0,28559074.0,31591067.0,32677948.0,34617644.0,37043755.0,39881005.0,41803456.0,43599715.0,46173586.0,48827784.0,50457498.0,54045791.0,57253965.0,60697318.0,64244003.0,82632168.0,73606666.0,66785141.0
Vanuatu,571095.0,561032.0,626133.0,657648.0,530624.0,609468.0,714537.0,617595.0,660444.0,604742.0,658891.0,440229.0,513588.0,688306.0,660345.0,706983.0,830462.0,868250.0,854958.0,717039.0,895770.0,766521.0,815531.0,946984.0,838586.0,888094.0,875809.0,799055.0,663904.0,923495.0,711958.0,703594.0,688960.0,697526.0,731414.0,767028.0,939419.0,999649.0,760851.0,692366.0,750996.0,659864.0,667964.0,709361.0,712376.0,714080.0,726951.0,729493.0,733217.0,1024696.0,971912.0,970675.0,1056521.0,918483.0,852525.0,1421555.0,1240056.0,1017069.0
Venezuela (Bolivarian Republic of),10938444.0,11345565.0,11907642.0,13033118.0,14444901.0,15213386.0,15877093.0,15459095.0,16564387.0,18238708.0,18560215.0,19316241.0,18391436.0,20189499.0,19903760.0,20059380.0,21241116.0,20062994.0,20428439.0,20779126.0,19756218.0,21501361.0,20154438.0,20323371.0,23022060.0,27424809.0,29287511.0,30684194.0,29039172.0,26652044.0,28461580.0,28888686.0,28748267.0,28541903.0,28283287.0,29192456.0,30376255.0,33923756.0,35080920.0,36801164.0,37201006.0,34657007.0,38014365.0,37024233.0,39631713.0,39091455.0,40289261.0,38209641.0,36559370.0,34597145.0,35307786.0,33662680.0,34926226.0,34634019.0,30348857.0,22933963.0,22603715.0,25420393.0
Viet Nam,39123111.0,41741204.0,41717106.0,42342273.0,41768799.0,38606175.0,40160572.0,37423492.0,38591072.0,42764319.0,43780599.0,45042561.0,46452136.0,46727696.0,45276986.0,54727103.0,53826641.0,54309978.0,61725119.0,65790386.0,66807803.0,72992351.0,75199912.0,80064492.0,78820236.0,80090235.0,79799408.0,85036076.0,89800435.0,90060288.0,94181056.0,102206396.0,105871094.0,111103247.0,122613335.0,130474977.0,135724459.0,143941052.0,158531351.0,157648061.0,160929891.0,176682645.0,181006453.0,186228629.0,187842151.0,194780989.0,199492579.0,207349953.0,204848305.0,211575820.0,221837363.0,241374140.0,246461115.0,251424095.0,251599063.0,243227098.0,249134504.0,253898848.0
Wallis and Futuna Islands,28905.0,28975.0,29025.0,29137.0,29207.0,29257.0,30744.0,30794.0,31306.0,31418.0,31698.0,31800.0,32020.0,32280.0,32542.0,32901.0,33025.0,35975.0,36019.0,35921.0,35902.0,35884.0,34986.0,34866.0,33180.0,33194.0,33839.0,34472.0,34706.0,34184.0,32238.0,32505.0,33017.0,33529.0,33357.0,34137.0,34446.0,34748.0,35289.0,36161.0,36915.0,37105.0,36974.0,38288.0,39219.0,38504.0,38381.0,40111.0,40621.0,41338.0,41875.0,42607.0,43574.0,44481.0,44907.0,44285.0,43163.0,42838.0
Western Africa,123956151.0,128668393.0,132745717.0,135706080.0,140962631.0,138613386.0,144114955.0,144384058.0,155733359.0,163683698.0,156527170.0,142633892.0,148618621.0,163375295.0,165365222.0,158828601.0,153966931.0,157045315.0,159924389.0,162825410.0,166271307.0,169071120.0,163190870.0,176688368.0,187186506.0,201421751.0,205516136.0,229047635.0,243913190.0,250748430.0,297223880.0,311695684.0,327804400.0,333311439.0,348969150.0,360876656.0,369449054.0,388544744.0,406413291.0,402461949.0,410479713.0,431017215.0,456178095.0,472193365.0,497702613.0,524916427.0,497526800.0,548935744.0,503538829.0,560031346.0,542975469.0,588057861.0,587898315.0,650677357.0,668849548.0,689569101.0,689530358.0,706710013.0
Western Asia,88837332.0,97898876.0,102953630.0,105163575.0,104930023.0,108361303.0,118417065.0,117940251.0,117727728.0,117177616.0,137695916.0,142745337.0,119769100.0,136476055.0,148859969.0,167139487.0,163110865.0,169225073.0,172102619.0,176644172.0,186845211.0,198247837.0,194474197.0,195525594.0,207400811.0,217209034.0,222202152.0,237443417.0,209235886.0,245307406.0,244506520.0,265731264.0,271478719.0,262504786.0,268374126.0,281883231.0,279653956.0,311138020.0,287053163.0,299931848.0,283851573.0,313403701.0,300057757.0,311482527.0,326983352.0,324176879.0,302330876.0,302301285.0,320355916.0,321220696.0,334983690.0,328260345.0,342349012.0,321309375.0,328383257.0,330852735.0,341594469.0,332698311.0
Western Europe,336181989.0,378153272.0,390276062.0,390623060.0,370997989.0,369183944.0,415826990.0,422832478.0,393444015.0,403387777.0,419874638.0,422277515.0,452663613.0,451020900.0,419137030.0,394178587.0,442589614.0,461759068.0,464832803.0,467065946.0,489877913.0,513030629.0,440048207.0,521215902.0,522155193.0,500397620.0,506310721.0,516721453.0,520969875.0,527772676.0,502049796.0,517110069.0,507404502.0,479937508.0,499360036.0,534226616.0,549058892.0,543837000.0,567167880.0,564626636.0,529860445.0,559905193.0,493969898.0,588409151.0,550250965.0,516375350.0,531102289.0,561867183.0,589412734.0,540679626.0,571086943.0,558611947.0,550395039.0,624228180.0,571181711.0,537278058.0,622198493.0,542314010.0
Western Sahara,,,,,,,,1540.0,1524.0,1700.0,1840.0,1740.0,1940.0,2000.0,2000.0,2400.0,2400.0,2800.0,2800.0,3000.0,3200.0,3200.0,3400.0,3560.0,3600.0,3800.0,4000.0,4000.0,4200.0,4400.0,4600.0,4698.0,4800.0,4720.0,5000.0,4758.0,5200.0,4794.0,5400.0,4000.0,4522.0,3886.0,4120.0,3800.0,4410.0,3642.0,4000.0,4164.0,4012.0,4000.0,3908.0,3700.0,3800.0,3800.0,3750.0,3744.0,3736.0,3714.0
World,5308398750.0,5423299901.0,5553859614.0,5919188488.0,6016037110.0,6289231570.0,6492865258.0,6648650341.0,6666010412.0,6992800540.0,7154790530.0,7028055699.0,7587347503.0,7523533008.0,7705432052.0,8046520098.0,8258207623.0,8718833797.0,8652172872.0,8517167202.0,8975392508.0,9450442176.0,9270963367.0,9903286184.0,10016368953.0,10122865398.0,10226212246.0,10157010878.0,10692651215.0,10968484905.0,10923949326.0,11288932110.0,11157845213.0,11432295844.0,11673057839.0,12312631141.0,12545225965.0,12673189431.0,12985449124.0,13090963809.0,13244733911.0,13444278428.0,13721068357.0,14412985331.0,14498547435.0,14853613807.0,15490468582.0,16311334635.0,16233420387.0,16483493720.0,17384694262.0,17477881581.0,18307976597.0,18696587563.0,18789641753.0,19023086274.0,19440063140.0,19413566384.0
Yemen,2433086.0,2504284.0,2584523.0,2620338.0,2662784.0,2480710.0,2473263.0,2445027.0,2429858.0,2253524.0,2800961.0,2594063.0,2978290.0,2909489.0,3627886.0,3453596.0,3221428.0,3116973.0,3319815.0,3321559.0,3336915.0,3303289.0,2562815.0,2766325.0,2758963.0,3496553.0,3434915.0,3729774.0,4049807.0,3787017.0,2974660.0,3913594.0,4125362.0,3901565.0,4086159.0,3881774.0,4074796.0,4792069.0,4578394.0,4739411.0,4955957.0,4749975.0,4539545.0,4518549.0,4807954.0,5640455.0,6476056.0,6002261.0,6018503.0,6994648.0,6133491.0,6639820.0,6328354.0,5850834.0,5097031.0,4681036.0,4644944.0,4986815.0
Yugoslav SFR,36907048.0,38403847.0,43329009.0,45635603.0,40229185.0,53469224.0,50414665.0,46991938.0,54413010.0,46266669.0,51360209.0,50494195.0,53959512.0,57851662.0,55215626.0,59908848.0,63445119.0,55790373.0,62170748.0,60278999.0,62777107.0,67604812.0,66036598.0,68524625.0,61121051.0,68639891.0,61346338.0,56276492.0,64361041.0,56893901.0,70339509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
