Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Fiji,3365060.0,4729644.0,5802408.0,5745163.0,5289682.0,5247521.0,5171949.0,6610764.0,5694882.0,6637012.0,5900481.0,5242271.0,5681677.0,4981390.0,4960911.0,5229088.0,6069921.0,6359149.0,8719036.0,7346402.0,8462510.0,8781689.0,5099354.0,9346719.0,6832747.0,9017252.0,6556468.0,6968620.0,8838867.0,8807093.0,7391486.0,7760773.0,8019013.0,8726275.0,8869299.0,8212029.0,7512619.0,5218924.0,8112017.0,7852135.0,6796565.0,7114600.0,6238880.0,6701259.0,6511442.0,7213652.0,5854218.0,5493552.0,5073751.0,4321200.0,5114394.0,3877773.0,4123190.0,4587069.0,3886657.0,3590544.0,3413559.0,3259846.0
Finland,7234593.0,5796886.0,7456306.0,6455822.0,8113970.0,7333156.0,7646350.0,7810382.0,7808338.0,9191196.0,9085612.0,9100570.0,8463242.0,8470568.0,10010584.0,11574354.0,8883842.0,9647856.0,9924320.0,10648488.0,7824018.0,10360814.0,12168336.0,11245260.0,10881066.0,11099110.0,6877942.0,10202762.0,12414878.0,13426188.0,11087568.0,9567460.0,11110038.0,11338432.0,11421320.0,11555262.0,12737148.0,9186710.0,10505616.0,12627868.0,11841248.0,12407252.0,11399356.0,11340196.0,12850424.0,11596800.0,11903000.0,11549020.0,12149286.0,9479956.0,10999224.0,9866956.0,11174864.0,11528868.0,10126266.0,10099786.0,9807934.0,8203694.0
France,136033512.0,153729704.0,153393118.0,153470913.0,163460886.0,144887366.0,158253061.0,170013357.0,163782889.0,166559664.0,177773283.0,177183693.0,198221759.0,188477577.0,176288038.0,165533411.0,185203285.0,198574516.0,205520487.0,215129554.0,220044118.0,227621400.0,204951516.0,238163532.0,239273624.0,220088295.0,235076783.0,240900424.0,239904550.0,244011507.0,240104289.0,252138848.0,235556290.0,228578258.0,234010831.0,255161424.0,264901260.0,266189842.0,268855000.0,263504083.0,238686834.0,273799352.0,232614992.0,273636664.0,259165284.0,248313846.0,250475536.0,266001234.0,280243349.0,261197453.0,273905564.0,266313133.0,263959176.0,296095023.0,285240174.0,249327989.0,307054459.0,277135586.0
French Guyana,65337.0,68864.0,64410.0,44227.0,44320.0,39009.0,39540.0,44423.0,38218.0,36440.0,52337.0,51394.0,47087.0,50307.0,49606.0,43582.0,46255.0,52363.0,56413.0,60399.0,59333.0,59439.0,76162.0,74641.0,84119.0,87888.0,85871.0,103238.0,142737.0,161415.0,189372.0,178758.0,199515.0,201507.0,182908.0,207507.0,197006.0,196667.0,181679.0,182124.0,211318.0,187173.0,196312.0,203901.0,194579.0,201355.0,188299.0,184160.0,171289.0,180626.0,250960.0,258614.0,274381.0,282941.0,290715.0,303818.0,303521.0,266659.0
French Polynesia,409216.0,468074.0,454085.0,442188.0,394373.0,393584.0,362480.0,347910.0,466467.0,433581.0,407175.0,367109.0,295885.0,269090.0,409814.0,370045.0,304924.0,281362.0,302282.0,384964.0,332326.0,376009.0,252830.0,206526.0,298210.0,296604.0,305117.0,261356.0,257148.0,290708.0,248482.0,246930.0,248221.0,248549.0,266457.0,255963.0,254005.0,196543.0,213473.0,241774.0,230269.0,259493.0,256724.0,247927.0,274615.0,278327.0,279388.0,267708.0,240343.0,251545.0,257535.0,258980.0,255065.0,259531.0,259500.0,258055.0,258716.0,258940.0
Gabon,712023.0,705974.0,697288.0,687160.0,717614.0,703995.0,717342.0,757820.0,734522.0,750162.0,811403.0,834546.0,886623.0,902300.0,934362.0,965350.0,1155533.0,1279746.0,1377632.0,1520362.0,1529650.0,1501195.0,1578075.0,1570740.0,1612880.0,1710029.0,1785858.0,1845639.0,1845609.0,1883264.0,2055028.0,1931590.0,1908903.0,1895720.0,1961919.0,2003484.0,2019058.0,2103917.0,2005156.0,2228789.0,2193828.0,2227395.0,2174515.0,2155807.0,2205172.0,2234463.0,2294436.0,2342559.0,2376657.0,2452184.0,2605415.0,2628092.0,2746495.0,2742769.0,2737128.0,2782165.0,2814925.0,2848650.0
Gambia,569517.0,582347.0,566474.0,587634.0,642971.0,675036.0,606200.0,673423.0,635618.0,659884.0,692630.0,616433.0,698174.0,645809.0,627170.0,610124.0,496997.0,623223.0,416183.0,452901.0,625158.0,741442.0,581796.0,599408.0,578084.0,641231.0,643621.0,609917.0,685742.0,524961.0,587874.0,481594.0,540389.0,552707.0,541009.0,472929.0,552332.0,554861.0,789608.0,882990.0,965265.0,623077.0,812737.0,974484.0,852649.0,901879.0,649527.0,943255.0,1157119.0,1321433.0,785047.0,968585.0,912695.0,759268.0,890462.0,959211.0,933099.0,945449.0
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331069.0,3752099.0,4150138.0,4720946.0,4420964.0,5113059.0,4153901.0,4887882.0,3405664.0,4269384.0,3962999.0,4683464.0,4112377.0,4883164.0,2260958.0,3107024.0,2667967.0,2582145.0,2008843.0,2731085.0,2624309.0,3393896.0,2654617.0,2515054.0,2690519.0,2137569.0,2747905.0
Germany,137213361.0,163723799.0,175501807.0,166881516.0,150639569.0,160533865.0,181894785.0,177547815.0,155890621.0,164049020.0,164093817.0,171741935.0,174587709.0,184291988.0,165852233.0,152084216.0,179420254.0,180718095.0,177578053.0,169586085.0,180998862.0,186982655.0,156819349.0,192237251.0,194351913.0,190962613.0,184163732.0,184877341.0,187104579.0,187213113.0,170530810.0,166810405.0,173062907.0,161072336.0,172159054.0,180788358.0,185669868.0,188966237.0,194446859.0,201046544.0,198854851.0,187587454.0,168785728.0,211592715.0,193782071.0,176910888.0,184098146.0,197518746.0,207164561.0,184096584.0,191313052.0,195479929.0,190025857.0,219438365.0,191936813.0,194205020.0,208885499.0,171401980.0
Ghana,10792812.0,10810883.0,11184264.0,11629600.0,11910872.0,12593550.0,13489064.0,13633357.0,13872234.0,15101855.0,15208285.0,14828843.0,15965875.0,17650602.0,16907490.0,15324938.0,13484147.0,13649245.0,14100964.0,14115878.0,14692924.0,13705639.0,13589212.0,17384987.0,16805550.0,18032523.0,18452630.0,19737146.0,21010807.0,16746858.0,29083427.0,27945338.0,30867622.0,29390709.0,33020163.0,36051256.0,35679438.0,37841841.0,40496130.0,41096427.0,43661363.0,48622517.0,50381834.0,50272202.0,51334043.0,52606301.0,52522397.0,59062336.0,65100004.0,68412211.0,70733713.0,73023029.0,77089005.0,82119341.0,81618728.0,83304845.0,87942249.0,93879187.0
Greece,18296258.0,16808865.0,17974996.0,19927505.0,20893204.0,22431510.0,22880342.0,21864917.0,23582394.0,26600714.0,26273478.0,26762411.0,27611841.0,30369914.0,34209488.0,32908858.0,30611176.0,34842098.0,33290112.0,36532640.0,39468776.0,39456139.0,37512667.0,39406146.0,39859632.0,39819162.0,37803538.0,40013723.0,45384066.0,37883548.0,43915811.0,43334452.0,41841025.0,43807298.0,43180569.0,42829191.0,42412814.0,41665523.0,43744858.0,45345328.0,44618173.0,44294645.0,40449939.0,41405233.0,43033924.0,39270615.0,36236422.0,37881789.0,39216151.0,37210807.0,36561217.0,36805179.0,34561733.0,33029378.0,35060290.0,32699919.0,32416591.0,29602449.0
Grenada,105789.0,108657.0,116669.0,110409.0,140676.0,144848.0,160740.0,161423.0,150887.0,135377.0,121091.0,115189.0,100097.0,86324.0,104191.0,114830.0,119051.0,132423.0,132214.0,112565.0,111746.0,106452.0,100823.0,102091.0,98663.0,98604.0,109552.0,107605.0,104833.0,103894.0,103772.0,100278.0,98924.0,99017.0,95676.0,88598.0,81691.0,82650.0,84620.0,85425.0,83957.0,84997.0,81378.0,81414.0,72032.0,80581.0,82212.0,80909.0,77141.0,79550.0,80609.0,81288.0,82529.0,80853.0,78667.0,195635.0,153268.0,182960.0
Guadeloupe,4286279.0,4250657.0,3976519.0,4156538.0,4196724.0,4237117.0,3747863.0,3308801.0,4025398.0,4076681.0,3930340.0,2551620.0,3099371.0,2742493.0,2400798.0,2597412.0,2403501.0,2550177.0,2651955.0,2270806.0,2021020.0,2177334.0,1695379.0,1460457.0,1637621.0,1914737.0,1929303.0,2262382.0,2078103.0,1066186.0,1694424.0,1461960.0,1972651.0,1601068.0,1158476.0,1491254.0,1722776.0,1339256.0,1983377.0,1880244.0,1548578.0,1865868.0,1684359.0,2129795.0,2107893.0,1834372.0,1834300.0,1655789.0,1680016.0,1719730.0,1707299.0,1581752.0,1286501.0,1683183.0,1704041.0,1654045.0,1619285.0,1613484.0
Guam,37520.0,39241.0,40105.0,40025.0,44598.0,45478.0,53619.0,57064.0,58636.0,52622.0,54737.0,57252.0,58911.0,59276.0,63610.0,62480.0,69250.0,76548.0,76490.0,75209.0,80884.0,82361.0,86439.0,86598.0,89140.0,91069.0,94737.0,97434.0,99213.0,101761.0,104213.0,106829.0,109276.0,117082.0,123730.0,132809.0,132999.0,133200.0,133512.0,133899.0,133670.0,135445.0,135917.0,137778.0,137987.0,139517.0,140660.0,141213.0,122933.0,129452.0,131053.0,112642.0,109976.0,110213.0,108218.0,88645.0,102123.0,94190.0
Guatemala,5892544.0,6941282.0,7400070.0,7916280.0,7838504.0,8744967.0,8948944.0,8802869.0,9646274.0,9734115.0,9881748.0,11199990.0,12887196.0,14000002.0,15410682.0,18796701.0,18731858.0,16631564.0,15617869.0,17584356.0,18941547.0,21232013.0,18961660.0,19041901.0,19625653.0,20809650.0,20585846.0,22040555.0,23164625.0,27440825.0,29845191.0,31258192.0,31964435.0,32334987.0,39738315.0,40612664.0,44235602.0,46356523.0,44306127.0,43739514.0,46047869.0,48075440.0,48182945.0,53761297.0,51027717.0,51435074.0,58593011.0,58725053.0,62533624.0,63752312.0,61956195.0,70223886.0,76546912.0,89875575.0,93525006.0,93549151.0,79444490.0,98399785.0
Guinea,5779612.0,5866676.0,5524581.0,5795554.0,5671858.0,5926797.0,6136670.0,6173935.0,6229375.0,6352485.0,6550099.0,6465108.0,6602269.0,6636183.0,6717770.0,7212752.0,7271470.0,7325991.0,7460778.0,7515295.0,7566064.0,7623264.0,7713413.0,7984787.0,8039656.0,8199878.0,8251828.0,8433248.0,8922741.0,9364834.0,9806886.0,10071591.0,10576031.0,11097834.0,11252132.0,11577556.0,11913373.0,12249011.0,12676609.0,13180681.0,13049042.0,13493404.0,14011736.0,14545418.0,15066219.0,15520340.0,16103230.0,16464364.0,16179285.0,17245729.0,17869397.0,18759831.0,19440654.0,19504556.0,20415303.0,20648785.0,21421297.0,22724839.0
Guinea-Bissau,940570.0,964558.0,845578.0,814415.0,773413.0,764068.0,773213.0,738527.0,717907.0,669801.0,645453.0,665242.0,605289.0,719215.0,768283.0,838099.0,865738.0,848434.0,845303.0,850120.0,933233.0,1023473.0,901617.0,1040677.0,990073.0,1136530.0,1089697.0,1082529.0,1111238.0,1100203.0,1096347.0,1107816.0,1143893.0,1168728.0,1207586.0,1188108.0,1198043.0,1207016.0,1239917.0,1334863.0,1327269.0,1316489.0,1306572.0,1376582.0,1487761.0,1537088.0,1495335.0,1683566.0,1664806.0,1818489.0,1719068.0,1918813.0,1902470.0,1732332.0,1817013.0,1907888.0,1932346.0,1883815.0
Guyana,8079547.0,8209155.0,7627012.0,7156779.0,7834107.0,7779654.0,8480906.0,7851032.0,9160251.0,8339829.0,9414939.0,8000492.0,7383087.0,9147075.0,8283842.0,8771323.0,7757562.0,9596807.0,8710018.0,8617389.0,9334730.0,8846657.0,7876183.0,7509717.0,7541002.0,7785459.0,7245751.0,6845036.0,6027334.0,6113066.0,6870136.0,7264760.0,7365889.0,7705106.0,8285607.0,8397168.0,8262474.0,7733295.0,8452019.0,7271137.0,8156025.0,9057113.0,8681523.0,9253661.0,7570167.0,7705765.0,7848030.0,7281751.0,7475147.0,7530541.0,8436040.0,7569549.0,7592617.0,7849929.0,8335193.0,7163246.0,6430133.0,6261951.0
Haiti,9449151.0,9489119.0,9690081.0,9670485.0,9651529.0,9626560.0,9695464.0,9695474.0,9811142.0,10109184.0,10413828.0,10565729.0,10572926.0,10694089.0,10617401.0,10734516.0,10698903.0,10898993.0,11091156.0,11377397.0,11402993.0,11495691.0,11329018.0,10788484.0,10446757.0,9874763.0,9439065.0,9109199.0,8928746.0,8457046.0,8346133.0,8163683.0,7895843.0,7642084.0,7380037.0,7348223.0,7491167.0,7057196.0,7273238.0,6938085.0,7026224.0,6302509.0,6364508.0,7333287.0,7678997.0,7688978.0,8351409.0,8053723.0,9143870.0,10050171.0,10373516.0,10249385.0,11387665.0,11823854.0,11173470.0,11407812.0,11413000.0,11600435.0
Honduras,4269630.0,4195139.0,4189174.0,4513320.0,4593734.0,5331478.0,6049793.0,6530065.0,6974207.0,7013067.0,7439791.0,7894465.0,7580673.0,7104241.0,6370484.0,7115616.0,8213736.0,9044758.0,10009656.0,10744094.0,11022876.0,11426827.0,11305978.0,11078417.0,11120027.0,11188003.0,10921836.0,10600036.0,11200228.0,11605394.0,11273013.0,11772669.0,12145545.0,12206436.0,12494938.0,14171517.0,14124136.0,14196634.0,12723234.0,13353765.0,14094177.0,14249130.0,18438340.0,18939225.0,19700157.0,20198470.0,21661767.0,21721253.0,23565177.0,23314702.0,22460000.0,23175215.0,21468011.0,20633750.0,20894506.0,21902470.0,22692848.0,23325221.0
Hungary,27211863.0,29599994.0,32371662.0,32482409.0,31761429.0,35693664.0,34898776.0,34912133.0,39597477.0,31280053.0,35789789.0,39451591.0,41368883.0,45112455.0,44949936.0,42542973.0,46562499.0,48612896.0,45293923.0,49807373.0,49434076.0,55628992.0,48936755.0,54635821.0,51314732.0,51105125.0,51212177.0,54545704.0,56111549.0,48979672.0,57378661.0,37873139.0,32571828.0,40824926.0,41950479.0,44594861.0,46767348.0,44801627.0,41758804.0,34703668.0,47858183.0,38919417.0,32553989.0,54888687.0,50874562.0,46184285.0,34818394.0,49264350.0,41633330.0,36286739.0,41170079.0,34214543.0,42056333.0,49853237.0,43695020.0,51075112.0,46155714.0,47381233.0
Iceland,27378.0,21436.0,19436.0,18604.0,26868.0,8928.0,14962.0,12908.0,10676.0,12458.0,24812.0,18818.0,13820.0,28622.0,14426.0,15972.0,17662.0,28954.0,14850.0,33624.0,24576.0,31454.0,12528.0,41992.0,29136.0,36620.0,39576.0,23928.0,19516.0,20208.0,45108.0,36632.0,33142.0,37978.0,31052.0,39406.0,33944.0,40346.0,35084.0,36950.0,40638.0,34994.0,32214.0,42154.0,45884.0,47350.0,45604.0,45302.0,39578.0,45472.0,35508.0,41052.0,32220.0,36646.0,36646.0,44678.0,42464.0,28780.0
India,573302794.0,559814825.0,549530459.0,583841867.0,587999022.0,592592560.0,573321175.0,604103950.0,674026169.0,719460779.0,710092460.0,664683747.0,723563258.0,725362702.0,795401021.0,774631511.0,844253454.0,910414012.0,821068110.0,805592168.0,891174152.0,927347381.0,1017688592.0,1000714896.0,1002079337.0,999092516.0,1011403902.0,1123019700.0,1186501204.0,1225294233.0,1265406622.0,1325672285.0,1309535078.0,1333469234.0,1425847681.0,1472192104.0,1497650451.0,1510564643.0,1614837682.0,1580644289.0,1606535842.0,1489879347.0,1590768287.0,1463439209.0,1535912730.0,1671476212.0,1907323774.0,1917972274.0,1755028169.0,1877312926.0,2053966602.0,2112555226.0,2128789303.0,2168834500.0,2122410799.0,2151416463.0,2140525640.0,2304492083.0
Indonesia,115100843.0,120841007.0,112283258.0,124494306.0,122561449.0,120709521.0,117612597.0,129832002.0,133006323.0,138547622.0,145469273.0,143367445.0,154256841.0,166022418.0,162915444.0,164230607.0,169809450.0,188055561.0,194105887.0,202110093.0,224035356.0,218797876.0,234184651.0,251690407.0,254629249.0,269921929.0,277207694.0,296363616.0,305074881.0,312100729.0,315496829.0,342823669.0,352514710.0,355077571.0,376270329.0,386964137.0,373721043.0,383140797.0,389963987.0,402680583.0,414874909.0,435247556.0,463192881.0,497638769.0,541368657.0,557116004.0,559397250.0,593619422.0,626471855.0,646977172.0,656561512.0,705417740.0,719519724.0,757707935.0,789075926.0,727510836.0,737295621.0,743281989.0
Iran (Islamic Republic of),18719087.0,19713667.0,20050951.0,20521307.0,24854201.0,28851689.0,28858380.0,32470446.0,32952464.0,33505611.0,32858754.0,36600785.0,38784592.0,40728943.0,45099342.0,48596539.0,46173581.0,46363465.0,47293898.0,49000512.0,53929088.0,62282972.0,59966949.0,63307083.0,69576550.0,78542843.0,76266544.0,68714353.0,67342007.0,84808387.0,83146608.0,97109065.0,97166814.0,97085335.0,99699540.0,100556213.0,103274142.0,115196670.0,108397185.0,100546800.0,108156644.0,129609111.0,137924745.0,138524920.0,147117945.0,145385283.0,156292087.0,106941740.0,122750477.0,139979335.0,135363265.0,136631363.0,142950522.0,145203639.0,146647796.0,154308540.0,151662690.0,156286387.0
Iraq,6666885.0,8131987.0,6340870.0,7298321.0,8356661.0,8491794.0,9500607.0,10780156.0,10553908.0,9768457.0,9750981.0,13879871.0,9032805.0,9241232.0,8736475.0,11121425.0,10661969.0,11537550.0,10111978.0,11258417.0,11757807.0,12656099.0,11697784.0,11688294.0,16801823.0,14614863.0,13041308.0,14672558.0,13806651.0,18084061.0,13616381.0,15402243.0,17726591.0,16864137.0,16842734.0,17930143.0,16437972.0,17582352.0,16240479.0,14294447.0,17603417.0,22339994.0,17934100.0,17912596.0,19542898.0,19812244.0,18861468.0,14856476.0,15234676.0,18931396.0,20208360.0,20928813.0,25262192.0,24237777.0,12098158.0,12938805.0,12375167.0,14142659.0
Ireland,9164022.0,9345836.0,8730710.0,7475814.0,7529940.0,7329646.0,8280600.0,8690600.0,7975200.0,8116000.0,8901600.0,7622422.0,8328600.0,7427000.0,8207894.0,8407694.0,10167490.0,9098562.0,8912675.0,8804056.0,8702437.0,10057598.0,9018328.0,10690192.0,8686982.0,8193781.0,9380921.0,8713800.0,8377640.0,8713763.0,8540347.0,8760455.0,7266062.0,7975804.0,8540352.0,9315174.0,8720608.0,8592709.0,9130441.0,9469066.0,8885344.0,8120229.0,8866112.0,10431814.0,8105359.0,5719022.0,5524512.0,6356314.0,5518048.0,5646466.0,6673400.0,5597402.0,6504157.0,6805101.0,6920890.0,6256324.0,6592284.0,5096459.0
Israel,3805447.0,4030728.0,4600002.0,5466509.0,5605606.0,5418446.0,6408637.0,6764778.0,6680460.0,6995081.0,8083879.0,8692426.0,8788271.0,8785628.0,8692769.0,8852803.0,8995574.0,8655106.0,8714190.0,8640982.0,8769813.0,9572365.0,9541340.0,8829418.0,8985801.0,8367673.0,9308612.0,7904451.0,8246021.0,9997623.0,7767881.0,7998341.0,7878352.0,7697274.0,9019029.0,8855810.0,8636109.0,9125197.0,8583503.0,8140314.0,8185050.0,8462497.0,8288375.0,9071730.0,8946257.0,8555826.0,8977488.0,8091116.0,8669920.0,8392173.0,8505711.0,8958580.0,8933046.0,9013497.0,8516843.0,8581941.0,8238553.0,7914267.0
Italy,108844985.0,111058141.0,114573380.0,118376395.0,121934843.0,128167505.0,138872288.0,130717052.0,134874518.0,132126057.0,129538136.0,126922458.0,130736221.0,129954613.0,140644268.0,141309762.0,130487903.0,136636793.0,148280759.0,151730999.0,155547553.0,141296764.0,151978165.0,146789700.0,141770217.0,156255056.0,156605116.0,146679578.0,156498467.0,139130114.0,150596687.0,159341660.0,146937599.0,147664069.0,146160376.0,151086689.0,149453785.0,151356267.0,160723937.0,154539534.0,145219011.0,147088340.0,128662736.0,154046534.0,159194704.0,135271387.0,133108164.0,132371303.0,129003133.0,126710395.0,128648323.0,116647160.0,116316381.0,119645277.0,120229581.0,119405866.0,113047897.0,113238679.0
Jamaica,10386034.0,9942315.0,10857830.0,11194813.0,11427089.0,11813658.0,10954519.0,10684066.0,9680271.0,9902451.0,10146681.0,10169162.0,8879056.0,9320507.0,8753195.0,8853953.0,8236256.0,9181663.0,7857128.0,7514174.0,6826908.0,6763910.0,6417388.0,6775968.0,6504526.0,6467174.0,6160226.0,7222938.0,6316371.0,6757961.0,7245327.0,7168620.0,7672228.0,7565731.0,7483051.0,8108411.0,7401514.0,6994783.0,7150411.0,6322506.0,6832583.0,6378211.0,6145463.0,6404030.0,4997181.0,5962216.0,6340007.0,5589016.0,5047199.0,5182199.0,5578839.0,5400240.0,5197154.0,5873350.0,5504949.0,4792278.0,4723284.0,4608027.0
Japan,109862675.0,113962578.0,113793792.0,114825760.0,115233532.0,116448010.0,123038188.0,127692580.0,120458376.0,115146628.0,106127673.0,114233365.0,112796598.0,108638460.0,113191303.0,108005291.0,116698316.0,113387455.0,113982874.0,104337765.0,105034991.0,109639620.0,107438759.0,111796656.0,112785167.0,112414585.0,109929511.0,103958135.0,105465105.0,103071789.0,97221729.0,100580593.0,86759015.0,100674437.0,96558367.0,92709275.0,93845201.0,88070437.0,88965584.0,88309080.0,87716576.0,86727740.0,82002153.0,84036925.0,85226926.0,81203787.0,84366012.0,84665118.0,80519306.0,76420812.0,76505975.0,76769653.0,75997380.0,76301198.0,75240565.0,73436249.0,74010518.0,72085087.0
Jordan,2110631.0,1727653.0,1770224.0,2757430.0,2595908.0,1691188.0,2074682.0,1049075.0,1264377.0,773395.0,1091060.0,1375217.0,666916.0,1492614.0,849540.0,789076.0,901905.0,1411055.0,997632.0,1617811.0,1490259.0,1468378.0,1713729.0,1483881.0,2007549.0,1708730.0,2167580.0,2422960.0,2165651.0,2876403.0,2351635.0,2956907.0,2182070.0,2828449.0,2954103.0,2585186.0,2689689.0,2955047.0,2452606.0,2959808.0,2655854.0,3719571.0,3412200.0,3862543.0,4283682.0,4151087.0,3816955.0,3814784.0,4174684.0,4819893.0,5102448.0,4721443.0,4943982.0,5116014.0,5725992.0,5913729.0,4923629.0,5256880.0
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71700649.0,53123193.0,41360702.0,26672246.0,29759033.0,31440150.0,19771718.0,37458050.0,32907985.0,43622268.0,44536597.0,43190980.0,38834476.0,42572824.0,47337625.0,54774767.0,45142284.0,57718869.0,40858969.0,73751090.0,46471649.0,59553167.0,58414354.0,62374773.0,68528435.0,70693983.0,72974233.0
Kenya,7818351.0,8307023.0,8839143.0,9280000.0,9152163.0,8993656.0,10241573.0,11501395.0,12428153.0,12528915.0,12308627.0,12319216.0,14111958.0,14884557.0,14900570.0,16295504.0,16935055.0,17443508.0,19603407.0,20608362.0,20611875.0,21222367.0,21285832.0,18149396.0,22172219.0,23570243.0,22381830.0,23952326.0,25654239.0,24840634.0,26463301.0,26506048.0,25712607.0,26592385.0,27240686.0,26020348.0,26291668.0,27900377.0,29137759.0,25903812.0,28593091.0,29419026.0,29722034.0,29932233.0,35222431.0,36904034.0,36455288.0,37123471.0,38053958.0,41571793.0,38087804.0,43078701.0,44676086.0,42925886.0,45994473.0,41780410.0,39731505.0,43451514.0
Kiribati,158400.0,143250.0,126100.0,135100.0,188420.0,182960.0,213090.0,146460.0,149320.0,158900.0,187060.0,130340.0,183335.0,231790.0,122530.0,173810.0,176260.0,211860.0,189900.0,169150.0,224550.0,204090.0,160230.0,255480.0,257530.0,279500.0,301440.0,328088.0,215888.0,165266.0,209800.0,215263.0,215343.0,216303.0,216929.0,259260.0,259811.0,274354.0,275613.0,252404.0,253280.0,254374.0,255535.0,329634.0,330824.0,395528.0,410002.0,412305.0,412828.0,413382.0,413404.0,420424.0,426107.0,422524.0,423900.0,424415.0,429815.0,440618.0
Kuwait,8338.0,10021.0,10950.0,12770.0,15010.0,16996.0,19416.0,23054.0,27474.0,29820.0,36485.0,32687.0,47304.0,63843.0,49441.0,53729.0,60414.0,61376.0,65465.0,76912.0,87681.0,77968.0,75394.0,91020.0,164247.0,220149.0,257344.0,303410.0,300112.0,216856.0,65116.0,69420.0,167816.0,207556.0,270170.0,313565.0,349872.0,380863.0,406618.0,450862.0,438389.0,476561.0,570574.0,584455.0,649434.0,735640.0,789146.0,776568.0,810914.0,859534.0,1092542.0,981000.0,1211670.0,1057682.0,941254.0,873467.0,1005468.0,921982.0
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5578978.0,5014971.0,3973335.0,4052664.0,5509506.0,6639980.0,7477649.0,8509164.0,8585401.0,9232361.0,8916046.0,9978973.0,10197108.0,8780572.0,8806801.0,8781192.0,8681096.0,9520281.0,8894260.0,9125396.0,8677286.0,9663380.0,8989353.0,10429613.0,11459834.0,11571760.0,11859006.0
Land Locked Developing Countries,84756554.0,89254052.0,90734882.0,96737061.0,96944899.0,98732547.0,108228433.0,108185825.0,116986146.0,125738995.0,126375224.0,128292856.0,128852423.0,140446430.0,147954181.0,150162554.0,152146750.0,153230775.0,141897032.0,146256409.0,160882749.0,162195490.0,162684690.0,161881754.0,178118298.0,178936493.0,176983111.0,193442519.0,197932417.0,198093512.0,212576663.0,341715562.0,361397958.0,343830670.0,344509700.0,357806465.0,369857118.0,367737117.0,406754028.0,401731148.0,444390202.0,455331020.0,478451682.0,484158644.0,506394769.0,528266419.0,544957526.0,539016343.0,575741950.0,600304233.0,639673234.0,641568337.0,702070626.0,716608925.0,728929482.0,773633980.0,770421421.0,777424306.0
Lao People's Democratic Republic,1832582.0,1765387.0,1793257.0,2394595.0,2428967.0,2476877.0,2646776.0,2561478.0,2909085.0,2950405.0,2712989.0,2738693.0,2917105.0,2983427.0,2959507.0,2403335.0,2563291.0,2655176.0,3161613.0,3711004.0,4040543.0,3912864.0,3940114.0,4588791.0,4769161.0,4896691.0,4414214.0,4053144.0,5130232.0,5492907.0,4605834.0,5390726.0,4827318.0,5824929.0,5080764.0,5219186.0,5959756.0,6365104.0,7672854.0,9130872.0,9115657.0,10158339.0,10004735.0,10427188.0,11067375.0,11609903.0,12915477.0,14211711.0,15171535.0,16469459.0,18819028.0,19749908.0,20693285.0,26239746.0,29692201.0,29969823.0,27546761.0,26362588.0
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227543.0,6454169.0,4909137.0,4253960.0,5058215.0,5324355.0,4839220.0,4471796.0,4521490.0,4552064.0,5386576.0,5067628.0,5117572.0,5895500.0,5185904.0,5881272.0,5681484.0,5400666.0,4858315.0,4860560.0,6606146.0,6133722.0,6497128.0,8533887.0,7909231.0,7857104.0,6181563.0
Least Developed Countries,292070947.0,299012834.0,312478479.0,318978107.0,320588203.0,319698999.0,349006945.0,352772476.0,366384823.0,377606446.0,373896569.0,365993697.0,379453999.0,387870479.0,407948193.0,408266561.0,414196981.0,422466045.0,414679038.0,434972251.0,452672399.0,461478034.0,478418873.0,471405919.0,493552571.0,501142561.0,497398014.0,517878084.0,526254469.0,532922316.0,557705273.0,560165586.0,568206111.0,569173918.0,585295834.0,614615221.0,618866173.0,645671822.0,684990636.0,701685171.0,737188760.0,751131415.0,789505894.0,803256843.0,863101108.0,902079220.0,930921303.0,963798754.0,1017109605.0,1082515966.0,1099094823.0,1158323093.0,1212174030.0,1241532179.0,1238266014.0,1247778260.0,1252754552.0,1272080234.0
Lebanon,2086187.0,2089208.0,2206029.0,2384125.0,2305482.0,2438563.0,2679994.0,2645415.0,2296220.0,2594233.0,2949984.0,3299623.0,2997461.0,3330817.0,2692759.0,2770726.0,2807694.0,3018694.0,3106064.0,3119985.0,3005812.0,3294722.0,3261320.0,3222800.0,3736329.0,4023287.0,4640284.0,4787880.0,5155222.0,5514383.0,5976233.0,6442198.0,6019549.0,6328104.0,6832502.0,7002036.0,6748017.0,5940414.0,6067905.0,5818591.0,4885188.0,5226707.0,5270116.0,5939892.0,5670291.0,5521034.0,5629235.0,5736559.0,4930375.0,5018247.0,4695739.0,4863615.0,5164174.0,5353836.0,5079942.0,5044221.0,4975634.0,4970575.0
